<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>
LKOH,D,20130514,000000,2024.0000000
LKOH,D,20130515,000000,2020.2000000
LKOH,D,20130516,000000,1998.3000000
LKOH,D,20130517,000000,2025.3000000
LKOH,D,20130520,000000,2025.1000000
LKOH,D,20130521,000000,2041.9000000
LKOH,D,20130522,000000,2080.0000000
LKOH,D,20130523,000000,2031.5000000
LKOH,D,20130524,000000,2009.0000000
LKOH,D,20130527,000000,1993.0000000
LKOH,D,20130528,000000,2012.3000000
LKOH,D,20130529,000000,1940.2000000
LKOH,D,20130530,000000,1919.4000000
LKOH,D,20130531,000000,1878.0000000
LKOH,D,20130603,000000,1883.3000000
LKOH,D,20130604,000000,1878.4000000
LKOH,D,20130605,000000,1880.1000000
LKOH,D,20130606,000000,1868.0000000
LKOH,D,20130607,000000,1918.0000000
LKOH,D,20130610,000000,1890.0000000
LKOH,D,20130611,000000,1860.0000000
LKOH,D,20130613,000000,1842.5000000
LKOH,D,20130614,000000,1859.0000000
LKOH,D,20130617,000000,1883.7000000
LKOH,D,20130618,000000,1891.5000000
LKOH,D,20130619,000000,1878.5000000
LKOH,D,20130620,000000,1865.1000000
LKOH,D,20130621,000000,1798.3000000
LKOH,D,20130624,000000,1787.9000000
LKOH,D,20130625,000000,1815.4000000
LKOH,D,20130626,000000,1866.7000000
LKOH,D,20130627,000000,1857.9000000
LKOH,D,20130628,000000,1890.4000000
LKOH,D,20130701,000000,1913.1000000
LKOH,D,20130702,000000,1914.8000000
LKOH,D,20130703,000000,1927.6000000
LKOH,D,20130704,000000,1929.8000000
LKOH,D,20130705,000000,1914.8000000
LKOH,D,20130708,000000,1920.9000000
LKOH,D,20130709,000000,1913.1000000
LKOH,D,20130710,000000,1894.7000000
LKOH,D,20130711,000000,1954.5000000
LKOH,D,20130712,000000,1989.2000000
LKOH,D,20130715,000000,1994.0000000
LKOH,D,20130716,000000,1995.0000000
LKOH,D,20130717,000000,1992.0000000
LKOH,D,20130718,000000,2003.0000000
LKOH,D,20130719,000000,2019.6000000
LKOH,D,20130722,000000,2002.5000000
LKOH,D,20130723,000000,2016.6000000
LKOH,D,20130724,000000,2005.3000000
LKOH,D,20130725,000000,1994.1000000
LKOH,D,20130726,000000,1987.0000000
LKOH,D,20130729,000000,1975.8000000
LKOH,D,20130730,000000,1974.9000000
LKOH,D,20130731,000000,1950.0000000
LKOH,D,20130801,000000,1966.2000000
LKOH,D,20130802,000000,1957.1000000
LKOH,D,20130805,000000,1958.9000000
LKOH,D,20130806,000000,1901.0000000
LKOH,D,20130807,000000,1906.8000000
LKOH,D,20130808,000000,1903.6000000
LKOH,D,20130809,000000,1922.0000000
LKOH,D,20130812,000000,1921.9000000
LKOH,D,20130813,000000,1950.0000000
LKOH,D,20130814,000000,1980.0000000
LKOH,D,20130815,000000,1944.1000000
LKOH,D,20130816,000000,1917.5000000
LKOH,D,20130819,000000,1907.8000000
LKOH,D,20130820,000000,1906.0000000
LKOH,D,20130821,000000,1907.9000000
LKOH,D,20130822,000000,1944.9000000
LKOH,D,20130823,000000,1946.0000000
LKOH,D,20130826,000000,1945.5000000
LKOH,D,20130827,000000,1948.4000000
LKOH,D,20130828,000000,1959.1000000
LKOH,D,20130829,000000,1950.0000000
LKOH,D,20130830,000000,1924.5000000
LKOH,D,20130902,000000,1945.1000000
LKOH,D,20130903,000000,1942.5000000
LKOH,D,20130904,000000,1929.9000000
LKOH,D,20130905,000000,1993.0000000
LKOH,D,20130906,000000,2000.2000000
LKOH,D,20130909,000000,2020.0000000
LKOH,D,20130910,000000,2002.0000000
LKOH,D,20130911,000000,2023.1000000
LKOH,D,20130912,000000,2008.8000000
LKOH,D,20130913,000000,2006.6000000
LKOH,D,20130916,000000,2029.0000000
LKOH,D,20130917,000000,2029.9000000
LKOH,D,20130918,000000,2017.5000000
LKOH,D,20130919,000000,2036.7000000
LKOH,D,20130920,000000,2025.0000000
LKOH,D,20130923,000000,2042.1000000
LKOH,D,20130924,000000,2043.0000000
LKOH,D,20130925,000000,2079.0000000
LKOH,D,20130926,000000,2082.0000000
LKOH,D,20130927,000000,2083.0000000
LKOH,D,20130930,000000,2054.9000000
LKOH,D,20131001,000000,2046.1000000
LKOH,D,20131002,000000,2029.3000000
LKOH,D,20131003,000000,2037.9000000
LKOH,D,20131004,000000,2055.0000000
LKOH,D,20131007,000000,2062.5000000
LKOH,D,20131008,000000,2112.0000000
LKOH,D,20131009,000000,2111.6000000
LKOH,D,20131010,000000,2120.0000000
LKOH,D,20131011,000000,2119.0000000
LKOH,D,20131014,000000,2107.0000000
LKOH,D,20131015,000000,2136.0000000
LKOH,D,20131016,000000,2125.1000000
LKOH,D,20131017,000000,2092.3000000
LKOH,D,20131018,000000,2122.1000000
LKOH,D,20131021,000000,2117.6000000
LKOH,D,20131022,000000,2108.0000000
LKOH,D,20131023,000000,2087.5000000
LKOH,D,20131024,000000,2071.1000000
LKOH,D,20131025,000000,2094.0000000
LKOH,D,20131028,000000,2097.9000000
LKOH,D,20131029,000000,2107.2000000
LKOH,D,20131030,000000,2089.9000000
LKOH,D,20131031,000000,2102.4000000
LKOH,D,20131101,000000,2112.0000000
LKOH,D,20131105,000000,2093.9000000
LKOH,D,20131106,000000,2087.4000000
LKOH,D,20131107,000000,2093.0000000
LKOH,D,20131108,000000,2064.1000000
LKOH,D,20131111,000000,2059.6000000
LKOH,D,20131112,000000,2079.0000000
LKOH,D,20131113,000000,2048.5000000
LKOH,D,20131114,000000,2078.2000000
LKOH,D,20131115,000000,2071.0000000
LKOH,D,20131118,000000,2092.0000000
LKOH,D,20131119,000000,2087.0000000
LKOH,D,20131120,000000,2084.1000000
LKOH,D,20131121,000000,2066.4000000
LKOH,D,20131122,000000,2084.3000000
LKOH,D,20131125,000000,2080.2000000
LKOH,D,20131126,000000,2070.1000000
LKOH,D,20131127,000000,2054.1000000
LKOH,D,20131128,000000,2050.1000000
LKOH,D,20131129,000000,2042.8000000
LKOH,D,20131202,000000,2033.6000000
LKOH,D,20131203,000000,2000.1000000
LKOH,D,20131204,000000,1982.5000000
LKOH,D,20131205,000000,1961.1000000
LKOH,D,20131206,000000,1970.0000000
LKOH,D,20131209,000000,1994.6000000
LKOH,D,20131210,000000,1999.7000000
LKOH,D,20131211,000000,2002.5000000
LKOH,D,20131212,000000,1997.5000000
LKOH,D,20131213,000000,1998.3000000
LKOH,D,20131216,000000,2011.6000000
LKOH,D,20131217,000000,2022.3000000
LKOH,D,20131218,000000,2018.3000000
LKOH,D,20131219,000000,2037.6000000
LKOH,D,20131220,000000,2033.0000000
LKOH,D,20131223,000000,2025.8000000
LKOH,D,20131224,000000,2014.8000000
LKOH,D,20131225,000000,2006.5000000
LKOH,D,20131226,000000,2016.2000000
LKOH,D,20131227,000000,2007.3000000
LKOH,D,20131230,000000,2039.7000000
LKOH,D,20140106,000000,1990.2000000
LKOH,D,20140108,000000,1959.1000000
LKOH,D,20140109,000000,1979.1000000
LKOH,D,20140110,000000,1991.6000000
LKOH,D,20140113,000000,2001.1000000
LKOH,D,20140114,000000,1980.0000000
LKOH,D,20140115,000000,1999.9000000
LKOH,D,20140116,000000,1979.6000000
LKOH,D,20140117,000000,1978.4000000
LKOH,D,20140120,000000,1998.5000000
LKOH,D,20140121,000000,2000.5000000
LKOH,D,20140122,000000,2001.4000000
LKOH,D,20140123,000000,1978.1000000
LKOH,D,20140124,000000,1956.9000000
LKOH,D,20140127,000000,1961.9000000
LKOH,D,20140128,000000,1973.3000000
LKOH,D,20140129,000000,1960.0000000
LKOH,D,20140130,000000,1997.9000000
LKOH,D,20140131,000000,1989.0000000
LKOH,D,20140203,000000,1966.8000000
LKOH,D,20140204,000000,1970.1000000
LKOH,D,20140205,000000,1965.0000000
LKOH,D,20140206,000000,1969.1000000
LKOH,D,20140207,000000,1975.1000000
LKOH,D,20140210,000000,1988.1000000
LKOH,D,20140211,000000,2015.5000000
LKOH,D,20140212,000000,2028.2000000
LKOH,D,20140213,000000,2023.0000000
LKOH,D,20140214,000000,2039.3000000
LKOH,D,20140217,000000,2049.0000000
LKOH,D,20140218,000000,2040.7000000
LKOH,D,20140219,000000,2029.1000000
LKOH,D,20140220,000000,2042.0000000
LKOH,D,20140221,000000,2030.9000000
LKOH,D,20140224,000000,2030.3000000
LKOH,D,20140225,000000,2010.9000000
LKOH,D,20140226,000000,2009.0000000
LKOH,D,20140227,000000,2002.0000000
LKOH,D,20140228,000000,1963.0000000
LKOH,D,20140303,000000,1817.2000000
LKOH,D,20140304,000000,1899.7000000
LKOH,D,20140305,000000,1920.0000000
LKOH,D,20140306,000000,1890.0000000
LKOH,D,20140307,000000,1959.5000000
LKOH,D,20140311,000000,1938.4000000
LKOH,D,20140312,000000,1888.5000000
LKOH,D,20140313,000000,1842.0000000
LKOH,D,20140314,000000,1882.0000000
LKOH,D,20140317,000000,1897.1000000
LKOH,D,20140318,000000,1914.7000000
LKOH,D,20140319,000000,1886.0000000
LKOH,D,20140320,000000,1892.0000000
LKOH,D,20140321,000000,1910.0000000
LKOH,D,20140324,000000,1869.4000000
LKOH,D,20140325,000000,1879.5000000
LKOH,D,20140326,000000,1920.0000000
LKOH,D,20140327,000000,1909.0000000
LKOH,D,20140328,000000,1906.0000000
LKOH,D,20140331,000000,1960.0000000
LKOH,D,20140401,000000,1965.6000000
LKOH,D,20140402,000000,1954.0000000
LKOH,D,20140403,000000,1954.0000000
LKOH,D,20140404,000000,1966.0000000
LKOH,D,20140407,000000,1920.0000000
LKOH,D,20140408,000000,1920.0000000
LKOH,D,20140409,000000,1900.0000000
LKOH,D,20140410,000000,1914.3000000
LKOH,D,20140411,000000,1898.1000000
LKOH,D,20140414,000000,1880.0000000
LKOH,D,20140415,000000,1850.0000000
LKOH,D,20140416,000000,1865.0000000
LKOH,D,20140417,000000,1872.0000000
LKOH,D,20140418,000000,1899.9000000
LKOH,D,20140421,000000,1889.0000000
LKOH,D,20140422,000000,1873.4000000
LKOH,D,20140423,000000,1880.1000000
LKOH,D,20140424,000000,1856.7000000
LKOH,D,20140425,000000,1838.0000000
LKOH,D,20140428,000000,1865.0000000
LKOH,D,20140429,000000,1889.3000000
LKOH,D,20140430,000000,1880.1000000
LKOH,D,20140502,000000,1884.1000000
LKOH,D,20140505,000000,1866.0000000
LKOH,D,20140506,000000,1878.9000000
LKOH,D,20140507,000000,1919.0000000
LKOH,D,20140508,000000,1942.8000000
LKOH,D,20140512,000000,1950.0000000
LKOH,D,20140513,000000,1931.3000000
LKOH,D,20140514,000000,1910.9000000
LKOH,D,20140515,000000,1890.0000000
LKOH,D,20140516,000000,1919.0000000
LKOH,D,20140519,000000,1938.0000000
LKOH,D,20140520,000000,1979.0000000
LKOH,D,20140521,000000,1995.0000000
LKOH,D,20140522,000000,1965.2000000
LKOH,D,20140523,000000,1957.0000000
LKOH,D,20140526,000000,1972.0000000
LKOH,D,20140527,000000,1930.3000000
LKOH,D,20140528,000000,1944.9000000
LKOH,D,20140529,000000,1977.7000000
LKOH,D,20140530,000000,1968.0000000
LKOH,D,20140602,000000,2037.0000000
LKOH,D,20140603,000000,2050.0000000
LKOH,D,20140604,000000,2047.0000000
LKOH,D,20140605,000000,2035.0000000
LKOH,D,20140606,000000,2030.6000000
LKOH,D,20140609,000000,2025.0000000
LKOH,D,20140610,000000,2061.4000000
LKOH,D,20140611,000000,2097.9000000
LKOH,D,20140616,000000,2149.0000000
LKOH,D,20140617,000000,2130.0000000
LKOH,D,20140618,000000,2126.9000000
LKOH,D,20140619,000000,2112.1000000
LKOH,D,20140620,000000,2100.0000000
LKOH,D,20140623,000000,2082.6000000
LKOH,D,20140624,000000,2099.1000000
LKOH,D,20140625,000000,2037.4000000
LKOH,D,20140626,000000,2028.6000000
LKOH,D,20140627,000000,2021.0000000
LKOH,D,20140630,000000,2036.0000000
LKOH,D,20140701,000000,2063.9000000
LKOH,D,20140702,000000,2110.0000000
LKOH,D,20140703,000000,2089.9000000
LKOH,D,20140704,000000,2062.9000000
LKOH,D,20140707,000000,2113.0000000
LKOH,D,20140708,000000,2122.9000000
LKOH,D,20140709,000000,2104.9000000
LKOH,D,20140710,000000,2093.2000000
LKOH,D,20140711,000000,2105.0000000
LKOH,D,20140714,000000,2016.5000000
LKOH,D,20140715,000000,2018.0000000
LKOH,D,20140716,000000,2050.8000000
LKOH,D,20140717,000000,2004.8000000
LKOH,D,20140718,000000,1990.0000000
LKOH,D,20140721,000000,1940.0000000
LKOH,D,20140722,000000,1970.0000000
LKOH,D,20140723,000000,1980.5000000
LKOH,D,20140724,000000,2005.0000000
LKOH,D,20140725,000000,1976.7000000
LKOH,D,20140728,000000,1957.0000000
LKOH,D,20140729,000000,1975.0000000
LKOH,D,20140730,000000,2005.3000000
LKOH,D,20140731,000000,2000.9000000
LKOH,D,20140801,000000,1995.3000000
LKOH,D,20140804,000000,1984.9000000
LKOH,D,20140805,000000,1957.0000000
LKOH,D,20140806,000000,1929.8000000
LKOH,D,20140807,000000,1932.7000000
LKOH,D,20140808,000000,1928.3000000
LKOH,D,20140811,000000,1947.1000000
LKOH,D,20140812,000000,1953.7000000
LKOH,D,20140813,000000,1974.9000000
LKOH,D,20140814,000000,1991.0000000
LKOH,D,20140815,000000,2011.1000000
LKOH,D,20140818,000000,2043.0000000
LKOH,D,20140819,000000,2063.9000000
LKOH,D,20140820,000000,2085.0000000
LKOH,D,20140821,000000,2100.6000000
LKOH,D,20140822,000000,2085.0000000
LKOH,D,20140825,000000,2088.0000000
LKOH,D,20140826,000000,2068.0000000
LKOH,D,20140827,000000,2096.5000000
LKOH,D,20140828,000000,2083.0000000
LKOH,D,20140829,000000,2055.0000000
LKOH,D,20140901,000000,2034.9000000
LKOH,D,20140902,000000,2042.1000000
LKOH,D,20140903,000000,2115.0000000
LKOH,D,20140904,000000,2131.5000000
LKOH,D,20140905,000000,2163.0000000
LKOH,D,20140908,000000,2153.3000000
LKOH,D,20140909,000000,2163.6000000
LKOH,D,20140910,000000,2163.0000000
LKOH,D,20140911,000000,2149.2000000
LKOH,D,20140912,000000,2163.1000000
LKOH,D,20140915,000000,2174.9000000
LKOH,D,20140916,000000,2185.0000000
LKOH,D,20140917,000000,2141.5000000
LKOH,D,20140918,000000,2130.0000000
LKOH,D,20140919,000000,2071.0000000
LKOH,D,20140922,000000,2050.0000000
LKOH,D,20140923,000000,2049.6000000
LKOH,D,20140924,000000,2059.1000000
LKOH,D,20140925,000000,2043.5000000
LKOH,D,20140926,000000,2064.9000000
LKOH,D,20140929,000000,2007.9000000
LKOH,D,20140930,000000,2015.0000000
LKOH,D,20141001,000000,1993.5000000
LKOH,D,20141002,000000,1964.0000000
LKOH,D,20141003,000000,1990.0000000
LKOH,D,20141006,000000,2042.0000000
LKOH,D,20141007,000000,2007.6000000
LKOH,D,20141008,000000,1976.0000000
LKOH,D,20141009,000000,1980.0000000
LKOH,D,20141010,000000,1925.1000000
LKOH,D,20141013,000000,1978.0000000
LKOH,D,20141014,000000,2005.4000000
LKOH,D,20141015,000000,1980.0000000
LKOH,D,20141016,000000,1955.0000000
LKOH,D,20141017,000000,1986.6000000
LKOH,D,20141020,000000,1978.0000000
LKOH,D,20141021,000000,1990.0000000
LKOH,D,20141022,000000,1964.9000000
LKOH,D,20141023,000000,1932.3000000
LKOH,D,20141024,000000,1948.5000000
LKOH,D,20141027,000000,1991.9000000
LKOH,D,20141028,000000,2014.0000000
LKOH,D,20141029,000000,2042.5000000
LKOH,D,20141030,000000,2055.0000000
LKOH,D,20141031,000000,2120.0000000
LKOH,D,20141103,000000,2117.0000000
LKOH,D,20141105,000000,2127.7000000
LKOH,D,20141106,000000,2132.7000000
LKOH,D,20141107,000000,2126.5000000
LKOH,D,20141110,000000,2139.9000000
LKOH,D,20141111,000000,2125.1000000
LKOH,D,20141112,000000,2126.0000000
LKOH,D,20141113,000000,2083.6000000
LKOH,D,20141114,000000,2084.0000000
LKOH,D,20141117,000000,2085.0000000
LKOH,D,20141118,000000,2132.3000000
LKOH,D,20141119,000000,2180.0000000
LKOH,D,20141120,000000,2230.0000000
LKOH,D,20141121,000000,2280.4000000
LKOH,D,20141124,000000,2261.3000000
LKOH,D,20141125,000000,2259.1000000
LKOH,D,20141126,000000,2280.0000000
LKOH,D,20141127,000000,2295.0000000
LKOH,D,20141128,000000,2291.7000000
LKOH,D,20141201,000000,2418.1000000
LKOH,D,20141202,000000,2449.9000000
LKOH,D,20141203,000000,2573.0000000
LKOH,D,20141204,000000,2490.1000000
LKOH,D,20141205,000000,2391.1000000
LKOH,D,20141208,000000,2355.0000000
LKOH,D,20141209,000000,2318.0000000
LKOH,D,20141210,000000,2296.0000000
LKOH,D,20141211,000000,2223.4000000
LKOH,D,20141212,000000,2292.3000000
LKOH,D,20141215,000000,2264.0000000
LKOH,D,20141216,000000,2359.0000000
LKOH,D,20141217,000000,2263.0000000
LKOH,D,20141218,000000,2370.0000000
LKOH,D,20141219,000000,2300.0000000
LKOH,D,20141222,000000,2363.5000000
LKOH,D,20141223,000000,2260.0000000
LKOH,D,20141224,000000,2236.0000000
LKOH,D,20141225,000000,2205.7000000
LKOH,D,20141226,000000,2264.0000000
LKOH,D,20141229,000000,2298.9000000
LKOH,D,20141230,000000,2225.0000000
LKOH,D,20150105,000000,2295.0000000
LKOH,D,20150106,000000,2345.0000000
LKOH,D,20150108,000000,2572.0000000
LKOH,D,20150109,000000,2461.0000000
LKOH,D,20150112,000000,2477.0000000
LKOH,D,20150113,000000,2522.0000000
LKOH,D,20150114,000000,2588.0000000
LKOH,D,20150115,000000,2618.9000000
LKOH,D,20150116,000000,2736.0000000
LKOH,D,20150119,000000,2640.0000000
LKOH,D,20150120,000000,2628.7000000
LKOH,D,20150121,000000,2752.0000000
LKOH,D,20150122,000000,2820.0000000
LKOH,D,20150123,000000,2849.0000000
LKOH,D,20150126,000000,2864.9000000
LKOH,D,20150127,000000,2925.1000000
LKOH,D,20150128,000000,2865.2000000
LKOH,D,20150129,000000,2845.2000000
LKOH,D,20150130,000000,2789.9000000
LKOH,D,20150202,000000,2750.1000000
LKOH,D,20150203,000000,2851.5000000
LKOH,D,20150204,000000,2910.0000000
LKOH,D,20150205,000000,2996.0000000
LKOH,D,20150206,000000,3120.1000000
LKOH,D,20150209,000000,3016.0000000
LKOH,D,20150210,000000,3000.0000000
LKOH,D,20150211,000000,3069.1000000
LKOH,D,20150212,000000,3120.0000000
LKOH,D,20150213,000000,3135.0000000
LKOH,D,20150216,000000,3020.0000000
LKOH,D,20150217,000000,3010.0000000
LKOH,D,20150218,000000,3000.0000000
LKOH,D,20150219,000000,2994.8000000
LKOH,D,20150220,000000,2990.0000000
LKOH,D,20150224,000000,3001.0000000
LKOH,D,20150225,000000,2933.4000000
LKOH,D,20150226,000000,2935.0000000
LKOH,D,20150227,000000,2981.2000000
LKOH,D,20150302,000000,3027.2000000
LKOH,D,20150303,000000,3009.5000000
LKOH,D,20150304,000000,2955.0000000
LKOH,D,20150305,000000,2915.0000000
LKOH,D,20150306,000000,2800.0000000
LKOH,D,20150310,000000,2699.0000000
LKOH,D,20150311,000000,2726.9000000
LKOH,D,20150312,000000,2733.9000000
LKOH,D,20150313,000000,2659.0000000
LKOH,D,20150316,000000,2666.0000000
LKOH,D,20150317,000000,2689.0000000
LKOH,D,20150318,000000,2735.0000000
LKOH,D,20150319,000000,2689.8000000
LKOH,D,20150320,000000,2710.0000000
LKOH,D,20150323,000000,2679.9000000
LKOH,D,20150324,000000,2709.7000000
LKOH,D,20150325,000000,2697.3000000
LKOH,D,20150326,000000,2623.0000000
LKOH,D,20150327,000000,2577.0000000
LKOH,D,20150330,000000,2657.0000000
LKOH,D,20150331,000000,2705.0000000
LKOH,D,20150401,000000,2755.0000000
LKOH,D,20150402,000000,2780.5000000
LKOH,D,20150403,000000,2824.8000000
LKOH,D,20150406,000000,2823.3000000
LKOH,D,20150407,000000,2790.0000000
LKOH,D,20150408,000000,2755.0000000
LKOH,D,20150409,000000,2707.8000000
LKOH,D,20150410,000000,2634.9000000
LKOH,D,20150413,000000,2617.0000000
LKOH,D,20150414,000000,2559.0000000
LKOH,D,20150415,000000,2595.0000000
LKOH,D,20150416,000000,2580.0000000
LKOH,D,20150417,000000,2576.0000000
LKOH,D,20150420,000000,2670.0000000
LKOH,D,20150421,000000,2728.2000000
LKOH,D,20150422,000000,2639.5000000
LKOH,D,20150423,000000,2592.0000000
LKOH,D,20150424,000000,2645.0000000
LKOH,D,20150427,000000,2662.0000000
LKOH,D,20150428,000000,2644.9000000
LKOH,D,20150429,000000,2610.0000000
LKOH,D,20150430,000000,2645.6000000
LKOH,D,20150505,000000,2655.0000000
LKOH,D,20150506,000000,2660.0000000
LKOH,D,20150507,000000,2650.5000000
LKOH,D,20150508,000000,2691.6000000
LKOH,D,20150512,000000,2698.6000000
LKOH,D,20150513,000000,2620.0000000
LKOH,D,20150514,000000,2610.1000000
LKOH,D,20150515,000000,2595.0000000
LKOH,D,20150518,000000,2550.0000000
LKOH,D,20150519,000000,2530.0000000
LKOH,D,20150520,000000,2481.1000000
LKOH,D,20150521,000000,2523.0000000
LKOH,D,20150522,000000,2537.0000000
LKOH,D,20150525,000000,2502.2000000
LKOH,D,20150526,000000,2508.0000000
LKOH,D,20150527,000000,2541.8000000
LKOH,D,20150528,000000,2563.8000000
LKOH,D,20150529,000000,2461.3000000
LKOH,D,20150601,000000,2447.5000000
LKOH,D,20150602,000000,2515.0000000
LKOH,D,20150603,000000,2480.3000000
LKOH,D,20150604,000000,2525.0000000
LKOH,D,20150605,000000,2570.0000000
LKOH,D,20150608,000000,2551.9000000
LKOH,D,20150609,000000,2606.0000000
LKOH,D,20150610,000000,2551.3000000
LKOH,D,20150611,000000,2506.9000000
LKOH,D,20150615,000000,2481.7000000
LKOH,D,20150616,000000,2500.3000000
LKOH,D,20150617,000000,2475.0000000
LKOH,D,20150618,000000,2476.0000000
LKOH,D,20150619,000000,2474.4000000
LKOH,D,20150622,000000,2487.0000000
LKOH,D,20150623,000000,2469.0000000
LKOH,D,20150624,000000,2445.0000000
LKOH,D,20150625,000000,2406.0000000
LKOH,D,20150626,000000,2401.7000000
LKOH,D,20150629,000000,2408.0000000
LKOH,D,20150630,000000,2469.9000000
LKOH,D,20150701,000000,2429.2000000
LKOH,D,20150702,000000,2455.0000000
LKOH,D,20150703,000000,2425.3000000
LKOH,D,20150706,000000,2460.0000000
LKOH,D,20150707,000000,2465.0000000
LKOH,D,20150708,000000,2470.0000000
LKOH,D,20150709,000000,2484.6000000
LKOH,D,20150710,000000,2465.0000000
LKOH,D,20150713,000000,2435.6000000
LKOH,D,20150714,000000,2421.9000000
LKOH,D,20150715,000000,2460.0000000
LKOH,D,20150716,000000,2461.6000000
LKOH,D,20150717,000000,2465.4000000
LKOH,D,20150720,000000,2428.2000000
LKOH,D,20150721,000000,2442.0000000
LKOH,D,20150722,000000,2465.0000000
LKOH,D,20150723,000000,2462.5000000
LKOH,D,20150724,000000,2468.9000000
LKOH,D,20150727,000000,2398.9000000
LKOH,D,20150728,000000,2433.4000000
LKOH,D,20150729,000000,2430.9000000
LKOH,D,20150730,000000,2441.0000000
LKOH,D,20150731,000000,2537.6000000
LKOH,D,20150803,000000,2509.1000000
LKOH,D,20150804,000000,2507.4000000
LKOH,D,20150805,000000,2529.0000000
LKOH,D,20150806,000000,2491.6000000
LKOH,D,20150807,000000,2520.0000000
LKOH,D,20150810,000000,2531.0000000
LKOH,D,20150811,000000,2519.7000000
LKOH,D,20150812,000000,2539.5000000
LKOH,D,20150813,000000,2548.2000000
LKOH,D,20150814,000000,2561.1000000
LKOH,D,20150817,000000,2554.9000000
LKOH,D,20150818,000000,2491.0000000
LKOH,D,20150819,000000,2468.5000000
LKOH,D,20150820,000000,2487.1000000
LKOH,D,20150821,000000,2412.0000000
LKOH,D,20150824,000000,2347.0000000
LKOH,D,20150825,000000,2381.0000000
LKOH,D,20150826,000000,2355.0000000
LKOH,D,20150827,000000,2424.0000000
LKOH,D,20150828,000000,2520.0000000
LKOH,D,20150831,000000,2531.0000000
LKOH,D,20150901,000000,2455.0000000
LKOH,D,20150902,000000,2440.0000000
LKOH,D,20150903,000000,2503.0000000
LKOH,D,20150904,000000,2458.0000000
LKOH,D,20150907,000000,2446.7000000
LKOH,D,20150908,000000,2462.1000000
LKOH,D,20150909,000000,2501.2000000
LKOH,D,20150910,000000,2489.0000000
LKOH,D,20150911,000000,2487.6000000
LKOH,D,20150914,000000,2524.5000000
LKOH,D,20150915,000000,2478.1000000
LKOH,D,20150916,000000,2475.0000000
LKOH,D,20150917,000000,2439.0000000
LKOH,D,20150918,000000,2403.8000000
LKOH,D,20150921,000000,2331.1000000
LKOH,D,20150922,000000,2225.9000000
LKOH,D,20150923,000000,2203.0000000
LKOH,D,20150924,000000,2185.0000000
LKOH,D,20150925,000000,2240.0000000
LKOH,D,20150928,000000,2241.9000000
LKOH,D,20150929,000000,2261.0000000
LKOH,D,20150930,000000,2242.9000000
LKOH,D,20151001,000000,2184.0000000
LKOH,D,20151002,000000,2140.0000000
LKOH,D,20151005,000000,2196.0000000
LKOH,D,20151006,000000,2238.0000000
LKOH,D,20151007,000000,2279.0000000
LKOH,D,20151008,000000,2294.0000000
LKOH,D,20151009,000000,2400.1000000
LKOH,D,20151012,000000,2340.2000000
LKOH,D,20151013,000000,2350.0000000
LKOH,D,20151014,000000,2341.0000000
LKOH,D,20151015,000000,2320.0000000
LKOH,D,20151016,000000,2303.8000000
LKOH,D,20151019,000000,2315.0000000
LKOH,D,20151020,000000,2332.9000000
LKOH,D,20151021,000000,2310.9000000
