<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
SBER,60,20170823,150000,173.7500000,2658930
SBER,60,20170823,160000,174.1200000,6277470
SBER,60,20170823,170000,174.3100000,6636350
SBER,60,20170823,180000,175.3000000,9024180
SBER,60,20170824,100000,178.8700000,24017930
SBER,60,20170824,110000,179.0900000,12795740
SBER,60,20170824,120000,178.4600000,9596290
SBER,60,20170824,130000,179.2700000,5481800
SBER,60,20170824,140000,179.3200000,3395900
SBER,60,20170824,150000,179.5300000,3645050
SBER,60,20170824,160000,179.2100000,4595230
SBER,60,20170824,170000,179.7100000,8222290
SBER,60,20170824,180000,179.8000000,6802470
SBER,60,20170825,100000,181.1600000,16091950
SBER,60,20170825,110000,180.1200000,8573760
SBER,60,20170825,120000,179.9600000,8002510
SBER,60,20170825,130000,180.0000000,3582720
SBER,60,20170825,140000,180.2000000,5618830
SBER,60,20170825,150000,180.0300000,2590480
SBER,60,20170825,160000,180.6700000,5465810
SBER,60,20170825,170000,181.6000000,11603840
SBER,60,20170825,180000,180.5100000,7086830
SBER,60,20170828,100000,180.4300000,7521070
SBER,60,20170828,110000,180.6200000,2349110
SBER,60,20170828,120000,180.9700000,2277240
SBER,60,20170828,130000,180.9300000,2128650
SBER,60,20170828,140000,180.9500000,1303620
SBER,60,20170828,150000,180.9500000,1812060
SBER,60,20170828,160000,180.9000000,4006510
SBER,60,20170828,170000,181.4400000,2560430
SBER,60,20170828,180000,181.8500000,3950640
SBER,60,20170829,100000,180.4200000,8215120
SBER,60,20170829,110000,179.9200000,5427540
SBER,60,20170829,120000,179.6400000,5909090
SBER,60,20170829,130000,179.9300000,2549860
SBER,60,20170829,140000,179.9100000,2556510
SBER,60,20170829,150000,179.8900000,4965970
SBER,60,20170829,160000,180.1200000,4749190
SBER,60,20170829,170000,181.4100000,7356290
SBER,60,20170829,180000,181.8900000,4003740
SBER,60,20170830,100000,184.1000000,10142620
SBER,60,20170830,110000,183.9600000,4393630
SBER,60,20170830,120000,182.1300000,7164110
SBER,60,20170830,130000,182.1200000,5448530
SBER,60,20170830,140000,182.4300000,2950400
SBER,60,20170830,150000,182.0600000,2574100
SBER,60,20170830,160000,183.2400000,5051410
SBER,60,20170830,170000,183.0000000,6361810
SBER,60,20170830,180000,183.5000000,4254000
SBER,60,20170831,100000,183.4200000,10531860
SBER,60,20170831,110000,185.3500000,12050540
SBER,60,20170831,120000,185.1000000,4953830
SBER,60,20170831,130000,185.2800000,2549560
SBER,60,20170831,140000,185.3200000,2469920
SBER,60,20170831,150000,185.8700000,9462600
SBER,60,20170831,160000,186.2900000,3535510
SBER,60,20170831,170000,184.3800000,11405740
SBER,60,20170831,180000,183.5100000,7230420
SBER,60,20170901,100000,184.5000000,9950790
SBER,60,20170901,110000,184.4100000,3974320
SBER,60,20170901,120000,184.1700000,2025280
SBER,60,20170901,130000,184.1600000,1627230
SBER,60,20170901,140000,183.4100000,4433690
SBER,60,20170901,150000,182.9100000,4905240
SBER,60,20170901,160000,183.3800000,2930480
SBER,60,20170901,170000,183.5200000,1863430
SBER,60,20170901,180000,183.6600000,2623080
SBER,60,20170904,100000,182.1500000,5972620
SBER,60,20170904,110000,182.7300000,3081370
SBER,60,20170904,120000,182.4200000,1870660
SBER,60,20170904,130000,182.9900000,926980
SBER,60,20170904,140000,182.6700000,943720
SBER,60,20170904,150000,183.1000000,1480330
SBER,60,20170904,160000,184.1700000,4756520
SBER,60,20170904,170000,184.1700000,3341070
SBER,60,20170904,180000,184.1000000,3194700
SBER,60,20170905,100000,184.0500000,4683700
SBER,60,20170905,110000,184.7600000,3613770
SBER,60,20170905,120000,184.5900000,4475970
SBER,60,20170905,130000,183.9500000,2639970
SBER,60,20170905,140000,183.9100000,2998350
SBER,60,20170905,150000,183.7600000,2842100
SBER,60,20170905,160000,184.0900000,4671370
SBER,60,20170905,170000,183.8500000,4488710
SBER,60,20170905,180000,184.1400000,3912030
SBER,60,20170906,100000,182.1300000,11241820
SBER,60,20170906,110000,182.1800000,2737000
SBER,60,20170906,120000,181.9000000,3955230
SBER,60,20170906,130000,181.7500000,1326770
SBER,60,20170906,140000,181.8100000,730790
SBER,60,20170906,150000,182.1000000,2300680
SBER,60,20170906,160000,182.6100000,3408050
SBER,60,20170906,170000,182.9500000,4238340
SBER,60,20170906,180000,183.1200000,3519150
SBER,60,20170907,100000,184.8400000,7833940
SBER,60,20170907,110000,184.3000000,5739220
SBER,60,20170907,120000,184.6400000,1627160
SBER,60,20170907,130000,185.2200000,3738320
SBER,60,20170907,140000,185.1600000,3419870
SBER,60,20170907,150000,184.8700000,2618380
SBER,60,20170907,160000,184.6800000,2660930
SBER,60,20170907,170000,183.6800000,9256610
SBER,60,20170907,180000,184.0000000,8730420
SBER,60,20170908,100000,184.6500000,8102850
SBER,60,20170908,110000,184.2600000,6445990
SBER,60,20170908,120000,184.2600000,2764260
SBER,60,20170908,130000,184.3800000,3318890
SBER,60,20170908,140000,184.6500000,2994940
SBER,60,20170908,150000,184.9800000,3666050
SBER,60,20170908,160000,186.9500000,20380650
SBER,60,20170908,170000,185.7300000,9619850
SBER,60,20170908,180000,185.8900000,3376900
SBER,60,20170911,100000,187.6700000,12458540
SBER,60,20170911,110000,189.3200000,10105420
SBER,60,20170911,120000,189.5400000,4239950
SBER,60,20170911,130000,189.7800000,3573160
SBER,60,20170911,140000,190.9000000,5084590
SBER,60,20170911,150000,191.1100000,4450830
SBER,60,20170911,160000,190.5900000,11051220
SBER,60,20170911,170000,190.1500000,4971840
SBER,60,20170911,180000,190.5000000,5590060
SBER,60,20170912,100000,190.3300000,11621230
SBER,60,20170912,110000,190.0400000,5188900
SBER,60,20170912,120000,189.7300000,3217800
SBER,60,20170912,130000,188.4500000,12104150
SBER,60,20170912,140000,188.3900000,3792020
SBER,60,20170912,150000,188.5800000,3555600
SBER,60,20170912,160000,189.3100000,4754630
SBER,60,20170912,170000,189.0500000,2490760
SBER,60,20170912,180000,189.3200000,3735250
SBER,60,20170913,100000,190.0200000,8836860
SBER,60,20170913,110000,190.4500000,8437860
SBER,60,20170913,120000,190.0100000,3761270
SBER,60,20170913,130000,189.0300000,4712080
SBER,60,20170913,140000,189.1400000,2129000
SBER,60,20170913,150000,189.6100000,8386020
SBER,60,20170913,160000,189.4200000,3234550
SBER,60,20170913,170000,189.3600000,3541320
SBER,60,20170913,180000,189.1000000,4709750
SBER,60,20170914,100000,187.3100000,7477710
SBER,60,20170914,110000,186.9400000,6597740
SBER,60,20170914,120000,186.5500000,4325390
SBER,60,20170914,130000,186.4400000,2581430
SBER,60,20170914,140000,187.6800000,4081880
SBER,60,20170914,150000,187.5100000,3306530
SBER,60,20170914,160000,187.1800000,1305540
SBER,60,20170914,170000,188.5000000,4408800
SBER,60,20170914,180000,188.6400000,3924620
SBER,60,20170915,100000,187.8600000,5056630
SBER,60,20170915,110000,187.7300000,4796960
SBER,60,20170915,120000,187.9100000,3549350
SBER,60,20170915,130000,187.6300000,3242680
SBER,60,20170915,140000,188.0000000,1597570
SBER,60,20170915,150000,188.1300000,1572090
SBER,60,20170915,160000,188.9400000,10493400
SBER,60,20170915,170000,187.9100000,6676600
SBER,60,20170915,180000,188.7500000,7774390
SBER,60,20170918,100000,188.8400000,8525300
SBER,60,20170918,110000,188.9500000,2809870
SBER,60,20170918,120000,188.4300000,2639180
SBER,60,20170918,130000,187.8500000,2403180
SBER,60,20170918,140000,187.9700000,2165080
SBER,60,20170918,150000,187.6000000,2649880
SBER,60,20170918,160000,188.2600000,3319910
SBER,60,20170918,170000,187.6900000,2768350
SBER,60,20170918,180000,188.0400000,2196140
SBER,60,20170919,100000,185.9000000,11884950
SBER,60,20170919,110000,186.0200000,4955210
SBER,60,20170919,120000,186.0400000,1107350
SBER,60,20170919,130000,185.6900000,2591390
SBER,60,20170919,140000,186.0000000,1804670
SBER,60,20170919,150000,185.7100000,1817000
SBER,60,20170919,160000,184.9200000,5748350
SBER,60,20170919,170000,184.9300000,7125320
SBER,60,20170919,180000,184.8500000,4327720
SBER,60,20170920,100000,183.6100000,13341520
SBER,60,20170920,110000,183.7200000,3232130
SBER,60,20170920,120000,184.0900000,3074510
SBER,60,20170920,130000,184.2800000,3312570
SBER,60,20170920,140000,184.4300000,2726420
SBER,60,20170920,150000,184.4700000,4277720
SBER,60,20170920,160000,184.6800000,5479880
SBER,60,20170920,170000,185.2500000,6797200
SBER,60,20170920,180000,186.4700000,7729450
SBER,60,20170921,100000,184.2400000,7693900
SBER,60,20170921,110000,184.9300000,3175240
SBER,60,20170921,120000,185.6500000,3662360
SBER,60,20170921,130000,185.7800000,1700770
SBER,60,20170921,140000,185.2000000,2831360
SBER,60,20170921,150000,186.1100000,4765310
SBER,60,20170921,160000,187.2900000,7201810
SBER,60,20170921,170000,188.1100000,5372930
SBER,60,20170921,180000,187.3800000,5164540
SBER,60,20170922,100000,187.9800000,7682470
SBER,60,20170922,110000,187.7100000,3332260
SBER,60,20170922,120000,188.1600000,6039690
SBER,60,20170922,130000,187.9600000,2409220
SBER,60,20170922,140000,187.8100000,1804290
SBER,60,20170922,150000,188.4900000,3947650
SBER,60,20170922,160000,188.3200000,4081280
SBER,60,20170922,170000,187.7300000,3038290
SBER,60,20170922,180000,187.5500000,4928710
SBER,60,20170925,100000,188.9300000,8864050
SBER,60,20170925,110000,189.2000000,8618140
SBER,60,20170925,120000,189.7200000,7876560
SBER,60,20170925,130000,189.6200000,5330310
SBER,60,20170925,140000,189.5000000,5686620
SBER,60,20170925,150000,189.3200000,2824700
SBER,60,20170925,160000,189.5800000,3135950
SBER,60,20170925,170000,190.5000000,9201970
SBER,60,20170925,180000,191.2000000,12582950
SBER,60,20170926,100000,194.2500000,21014710
SBER,60,20170926,110000,194.4500000,10914870
SBER,60,20170926,120000,194.2800000,4737200
SBER,60,20170926,130000,194.5100000,4262510
SBER,60,20170926,140000,194.1200000,7426950
SBER,60,20170926,150000,194.1600000,4267140
SBER,60,20170926,160000,194.2100000,12128950
SBER,60,20170926,170000,193.3100000,9396660
SBER,60,20170926,180000,192.5400000,7873490
SBER,60,20170927,100000,191.4000000,16392780
SBER,60,20170927,110000,192.1000000,7605780
SBER,60,20170927,120000,192.9300000,2786230
SBER,60,20170927,130000,192.9800000,4641300
SBER,60,20170927,140000,192.9800000,4663130
SBER,60,20170927,150000,193.4500000,4240140
SBER,60,20170927,160000,193.3400000,5719620
SBER,60,20170927,170000,192.7300000,5529150
SBER,60,20170927,180000,193.7000000,3391570
SBER,60,20170928,100000,192.3500000,8717380
SBER,60,20170928,110000,193.6100000,6015700
SBER,60,20170928,120000,193.6000000,3528160
SBER,60,20170928,130000,193.6000000,4134010
SBER,60,20170928,140000,193.2600000,1681880
SBER,60,20170928,150000,193.4100000,2367390
SBER,60,20170928,160000,193.2200000,4073890
SBER,60,20170928,170000,192.4400000,4222320
SBER,60,20170928,180000,191.9600000,4321200
SBER,60,20170929,100000,192.1900000,4948890
SBER,60,20170929,110000,192.7000000,2706490
SBER,60,20170929,120000,192.3100000,3225240
SBER,60,20170929,130000,192.5200000,1238400
SBER,60,20170929,140000,191.8500000,2816760
SBER,60,20170929,150000,192.0100000,1511290
SBER,60,20170929,160000,192.3800000,3151060
SBER,60,20170929,170000,192.4700000,3915700
SBER,60,20170929,180000,192.3300000,2750430
SBER,60,20171002,100000,193.7100000,6510600
SBER,60,20171002,110000,193.8800000,2699700
SBER,60,20171002,120000,193.6000000,1968900
SBER,60,20171002,130000,193.3400000,1581220
SBER,60,20171002,140000,192.7500000,3268320
SBER,60,20171002,150000,192.0600000,4861230
SBER,60,20171002,160000,192.5500000,7063190
SBER,60,20171002,170000,192.7000000,2817600
SBER,60,20171002,180000,193.0000000,5159700
SBER,60,20171003,100000,193.3300000,4476210
SBER,60,20171003,110000,193.5800000,3608030
SBER,60,20171003,120000,193.4000000,1569590
SBER,60,20171003,130000,192.8000000,2391810
SBER,60,20171003,140000,192.9200000,2293670
SBER,60,20171003,150000,192.6600000,1984080
SBER,60,20171003,160000,193.5100000,4533170
SBER,60,20171003,170000,193.0900000,3693540
SBER,60,20171003,180000,192.5000000,4071370
SBER,60,20171004,100000,192.0900000,3054310
SBER,60,20171004,110000,191.8300000,4888430
SBER,60,20171004,120000,191.8800000,1488720
SBER,60,20171004,130000,191.8800000,2070030
SBER,60,20171004,140000,191.3500000,2685770
SBER,60,20171004,150000,192.1100000,2311090
SBER,60,20171004,160000,192.0800000,4525600
SBER,60,20171004,170000,191.7700000,1875360
SBER,60,20171004,180000,192.0300000,3622350
SBER,60,20171005,100000,190.5300000,7942190
SBER,60,20171005,110000,190.9500000,4212390
SBER,60,20171005,120000,190.4000000,3610310
SBER,60,20171005,130000,189.7200000,5914360
SBER,60,20171005,140000,190.0100000,2883700
SBER,60,20171005,150000,191.1200000,4401330
SBER,60,20171005,160000,191.5500000,5474940
SBER,60,20171005,170000,193.0400000,8851870
SBER,60,20171005,180000,193.7400000,6169890
SBER,60,20171006,100000,195.9200000,13904310
SBER,60,20171006,110000,196.0000000,7552660
SBER,60,20171006,120000,195.3500000,3873120
SBER,60,20171006,130000,195.4900000,1757120
SBER,60,20171006,140000,195.5200000,2404280
SBER,60,20171006,150000,195.3900000,3963220
SBER,60,20171006,160000,194.9400000,7065740
SBER,60,20171006,170000,194.1000000,7537400
SBER,60,20171006,180000,194.1600000,4237680
SBER,60,20171009,100000,193.6000000,7240540
SBER,60,20171009,110000,193.3000000,4632550
SBER,60,20171009,120000,193.1500000,2211880
SBER,60,20171009,130000,193.3500000,2300150
SBER,60,20171009,140000,193.1600000,1046920
SBER,60,20171009,150000,192.9100000,1895240
SBER,60,20171009,160000,193.1700000,2241370
SBER,60,20171009,170000,194.2300000,3791260
SBER,60,20171009,180000,194.0000000,2365540
SBER,60,20171010,100000,193.3000000,3597450
SBER,60,20171010,110000,193.1900000,1775260
SBER,60,20171010,120000,193.5600000,1219580
SBER,60,20171010,130000,193.3800000,800000
SBER,60,20171010,140000,193.2500000,857760
SBER,60,20171010,150000,193.8900000,1069310
SBER,60,20171010,160000,194.1600000,3761320
SBER,60,20171010,170000,193.6700000,2807210
SBER,60,20171010,180000,193.2100000,1928890
SBER,60,20171011,100000,194.9200000,14507710
SBER,60,20171011,110000,196.1000000,7340100
SBER,60,20171011,120000,195.2500000,4211470
SBER,60,20171011,130000,195.2100000,2148210
SBER,60,20171011,140000,195.7000000,7796170
SBER,60,20171011,150000,195.7800000,2412980
SBER,60,20171011,160000,195.7000000,4106370
SBER,60,20171011,170000,196.7300000,7562670
SBER,60,20171011,180000,195.8300000,7852090
SBER,60,20171012,100000,196.3600000,10587130
SBER,60,20171012,110000,195.9000000,3255080
SBER,60,20171012,120000,196.3400000,1677650
SBER,60,20171012,130000,196.0300000,2401070
SBER,60,20171012,140000,195.6600000,1750650
SBER,60,20171012,150000,196.0200000,2436470
SBER,60,20171012,160000,195.2900000,4379940
SBER,60,20171012,170000,195.4500000,4910500
SBER,60,20171012,180000,195.5100000,3517530
SBER,60,20171013,100000,195.4500000,3624690
SBER,60,20171013,110000,196.3600000,4191980
SBER,60,20171013,120000,197.0000000,5750340
SBER,60,20171013,130000,197.0600000,2165160
SBER,60,20171013,140000,197.1000000,2110490
SBER,60,20171013,150000,196.9500000,2933990
SBER,60,20171013,160000,196.4200000,3258700
SBER,60,20171013,170000,196.2200000,3723100
SBER,60,20171013,180000,196.4800000,2561520
SBER,60,20171016,100000,197.7700000,6580240
SBER,60,20171016,110000,197.2600000,3335030
SBER,60,20171016,120000,197.5100000,2724770
SBER,60,20171016,130000,197.8000000,1551200
SBER,60,20171016,140000,197.8500000,2740530
SBER,60,20171016,150000,197.7500000,1565550
SBER,60,20171016,160000,197.7000000,2069030
SBER,60,20171016,170000,197.6300000,2817170
SBER,60,20171016,180000,197.7000000,3509910
SBER,60,20171017,100000,196.8900000,4219120
SBER,60,20171017,110000,196.9600000,2027910
SBER,60,20171017,120000,196.6200000,2614430
SBER,60,20171017,130000,196.9400000,1843840
SBER,60,20171017,140000,197.7400000,2986430
SBER,60,20171017,150000,197.5100000,2216060
SBER,60,20171017,160000,196.9400000,3011430
SBER,60,20171017,170000,196.4000000,4384410
SBER,60,20171017,180000,197.2000000,2899040
SBER,60,20171018,100000,196.8800000,4367650
SBER,60,20171018,110000,195.8300000,5240780
SBER,60,20171018,120000,195.6700000,4961840
SBER,60,20171018,130000,194.4500000,7996130
SBER,60,20171018,140000,195.7800000,5385100
SBER,60,20171018,150000,196.1000000,3259680
SBER,60,20171018,160000,195.8000000,2875410
SBER,60,20171018,170000,196.1600000,4348170
SBER,60,20171018,180000,195.3100000,5094230
SBER,60,20171019,100000,193.7400000,7341710
SBER,60,20171019,110000,193.9600000,5838140
SBER,60,20171019,120000,193.2800000,6589600
SBER,60,20171019,130000,193.5800000,2120340
SBER,60,20171019,140000,193.0800000,2308190
SBER,60,20171019,150000,193.2700000,1149630
SBER,60,20171019,160000,192.4000000,6423980
SBER,60,20171019,170000,192.5300000,5386640
SBER,60,20171019,180000,192.2000000,3143040
SBER,60,20171020,100000,193.3400000,4873210
SBER,60,20171020,110000,192.8400000,2581150
SBER,60,20171020,120000,192.6800000,1565800
SBER,60,20171020,130000,193.1700000,2752470
SBER,60,20171020,140000,193.2500000,2559990
SBER,60,20171020,150000,193.3800000,1232010
SBER,60,20171020,160000,192.7800000,6822580
SBER,60,20171020,170000,193.0600000,3626850
SBER,60,20171020,180000,192.9700000,2726310
SBER,60,20171023,100000,192.8000000,3242950
SBER,60,20171023,110000,191.2000000,5815670
SBER,60,20171023,120000,191.5700000,3476240
SBER,60,20171023,130000,192.0700000,2717180
SBER,60,20171023,140000,192.4000000,2004550
SBER,60,20171023,150000,191.6900000,1593950
SBER,60,20171023,160000,191.7000000,3855390
SBER,60,20171023,170000,192.0000000,2119670
SBER,60,20171023,180000,192.3400000,2098270
SBER,60,20171024,100000,190.2000000,4245380
SBER,60,20171024,110000,190.8200000,2821160
SBER,60,20171024,120000,191.6900000,2544350
SBER,60,20171024,130000,191.8600000,4683950
SBER,60,20171024,140000,191.9100000,1398500
SBER,60,20171024,150000,191.3400000,2217570
SBER,60,20171024,160000,191.3800000,2538820
SBER,60,20171024,170000,191.8500000,2700420
SBER,60,20171024,180000,192.5000000,5090840
SBER,60,20171025,100000,193.5000000,6672750
SBER,60,20171025,110000,193.1700000,2999160
SBER,60,20171025,120000,193.2400000,1411790
SBER,60,20171025,130000,193.3500000,590930
SBER,60,20171025,140000,193.0400000,1336380
SBER,60,20171025,150000,193.1100000,1942410
SBER,60,20171025,160000,193.7000000,4539360
SBER,60,20171025,170000,193.7700000,3834650
SBER,60,20171025,180000,192.0400000,8915880
SBER,60,20171026,100000,190.8900000,6424780
SBER,60,20171026,110000,191.3400000,2045060
SBER,60,20171026,120000,191.4300000,903450
SBER,60,20171026,130000,191.9700000,1866410
SBER,60,20171026,140000,192.3700000,1179860
SBER,60,20171026,150000,193.0200000,4127640
SBER,60,20171026,160000,192.8900000,2676250
SBER,60,20171026,170000,192.7200000,1520860
SBER,60,20171026,180000,192.7500000,4865170
SBER,60,20171027,100000,194.4800000,13556940
SBER,60,20171027,110000,194.2900000,3886850
SBER,60,20171027,120000,194.3000000,2078770
SBER,60,20171027,130000,193.2300000,4216720
SBER,60,20171027,140000,193.3500000,2476750
SBER,60,20171027,150000,193.9000000,4953340
SBER,60,20171027,160000,193.9000000,3853580
SBER,60,20171027,170000,195.3800000,5726680
SBER,60,20171027,180000,196.0500000,5961590
SBER,60,20171030,100000,196.9200000,6645400
SBER,60,20171030,110000,196.9800000,5879980
SBER,60,20171030,120000,196.5700000,2676460
SBER,60,20171030,130000,196.6300000,1665180
SBER,60,20171030,140000,197.0500000,2402420
SBER,60,20171030,150000,196.8900000,1548080
SBER,60,20171030,160000,196.6200000,2223950
SBER,60,20171030,170000,195.9200000,4723910
SBER,60,20171030,180000,195.0000000,4143900
SBER,60,20171031,100000,195.0500000,2253690
SBER,60,20171031,110000,196.0500000,4518870
SBER,60,20171031,120000,195.9400000,1348980
SBER,60,20171031,130000,196.1300000,1573910
SBER,60,20171031,140000,195.5600000,1011280
SBER,60,20171031,150000,195.5200000,1978240
SBER,60,20171031,160000,194.3000000,4139330
SBER,60,20171031,170000,194.8800000,3068720
SBER,60,20171031,180000,193.8000000,5705590
SBER,60,20171101,100000,195.0600000,3235630
SBER,60,20171101,110000,196.0600000,4919780
SBER,60,20171101,120000,196.5500000,5941690
SBER,60,20171101,130000,196.4700000,4416940
SBER,60,20171101,140000,196.1500000,2956290
SBER,60,20171101,150000,196.7100000,1378550
SBER,60,20171101,160000,195.9700000,3506890
SBER,60,20171101,170000,194.0000000,8173110
SBER,60,20171101,180000,194.0500000,5696320
SBER,60,20171102,100000,192.9700000,6368250
SBER,60,20171102,110000,194.2600000,4662200
SBER,60,20171102,120000,194.4900000,4676720
SBER,60,20171102,130000,194.6700000,2706830
SBER,60,20171102,140000,194.0200000,3508300
SBER,60,20171102,150000,193.8000000,2946730
SBER,60,20171102,160000,194.1600000,2759050
SBER,60,20171102,170000,193.4700000,3085840
SBER,60,20171102,180000,193.8500000,2982730
SBER,60,20171103,100000,194.6100000,2343500
SBER,60,20171103,110000,195.5200000,4824920
SBER,60,20171103,120000,194.9000000,2528110
SBER,60,20171103,130000,193.3800000,3921560
SBER,60,20171103,140000,193.6600000,1843350
SBER,60,20171103,150000,194.1900000,3119290
SBER,60,20171103,160000,194.2900000,2707300
SBER,60,20171103,170000,194.1200000,5124650
SBER,60,20171103,180000,193.8000000,4179860
SBER,60,20171107,100000,197.0000000,9163530
SBER,60,20171107,110000,199.4300000,16784910
SBER,60,20171107,120000,200.1300000,18772850
SBER,60,20171107,130000,200.3800000,6396290
SBER,60,20171107,140000,203.2000000,19350000
SBER,60,20171107,150000,205.6500000,15691050
SBER,60,20171107,160000,206.0000000,11872150
SBER,60,20171107,170000,205.1200000,18629340
SBER,60,20171107,180000,205.9600000,18324550
SBER,60,20171108,100000,207.2300000,16087590
SBER,60,20171108,110000,209.7000000,19865920
SBER,60,20171108,120000,209.6600000,5540830
SBER,60,20171108,130000,210.4900000,16174080
SBER,60,20171108,140000,210.0100000,8194830
SBER,60,20171108,150000,209.5000000,5913580
SBER,60,20171108,160000,210.0500000,4476470
SBER,60,20171108,170000,209.3100000,6586550
SBER,60,20171108,180000,209.0900000,5403650
SBER,60,20171109,100000,210.3700000,9189180
SBER,60,20171109,110000,210.4800000,9261130
SBER,60,20171109,120000,210.0700000,5115140
SBER,60,20171109,130000,210.3300000,2884840
SBER,60,20171109,140000,210.3400000,2877110
SBER,60,20171109,150000,211.0400000,3298110
SBER,60,20171109,160000,210.7600000,3149980
SBER,60,20171109,170000,219.0400000,49225780
SBER,60,20171109,180000,220.0500000,31611430
SBER,60,20171110,100000,225.1800000,29969350
SBER,60,20171110,110000,224.0600000,31038590
SBER,60,20171110,120000,221.2600000,22634150
SBER,60,20171110,130000,220.2900000,19579330
SBER,60,20171110,140000,219.5000000,8569960
SBER,60,20171110,150000,220.2600000,6132070
SBER,60,20171110,160000,218.2500000,13058260
SBER,60,20171110,170000,217.3000000,5244490
SBER,60,20171110,180000,217.7000000,7253820
SBER,60,20171113,100000,221.4800000,15537280
SBER,60,20171113,110000,220.0500000,6798020
SBER,60,20171113,120000,218.2500000,3707780
SBER,60,20171113,130000,218.6300000,4335210
SBER,60,20171113,140000,218.1300000,1716280
SBER,60,20171113,150000,217.3600000,2858710
SBER,60,20171113,160000,217.2800000,3571450
SBER,60,20171113,170000,216.6600000,7837390
SBER,60,20171113,180000,216.6100000,4553180
SBER,60,20171114,100000,217.7300000,7395730
SBER,60,20171114,110000,220.9200000,10602090
SBER,60,20171114,120000,220.0600000,2879910
SBER,60,20171114,130000,220.6900000,2769940
SBER,60,20171114,140000,220.2000000,3060150
SBER,60,20171114,150000,220.5100000,1901690
SBER,60,20171114,160000,220.6300000,3398820
SBER,60,20171114,170000,220.6200000,4278870
SBER,60,20171114,180000,221.4000000,9577170
SBER,60,20171115,100000,222.1200000,17351520
SBER,60,20171115,110000,223.5500000,7414700
SBER,60,20171115,120000,222.8900000,5310490
SBER,60,20171115,130000,223.8300000,4908460
SBER,60,20171115,140000,223.9800000,4078720
SBER,60,20171115,150000,223.3800000,2642840
SBER,60,20171115,160000,226.0600000,6753090
SBER,60,20171115,170000,225.8900000,16386700
SBER,60,20171115,180000,225.9500000,7301970
SBER,60,20171116,100000,227.8200000,10558240
SBER,60,20171116,110000,224.5000000,9139430
SBER,60,20171116,120000,219.7100000,21607090
SBER,60,20171116,130000,221.1800000,8730280
SBER,60,20171116,140000,220.9800000,7461510
SBER,60,20171116,150000,221.5100000,4430310
SBER,60,20171116,160000,221.5000000,4962130
SBER,60,20171116,170000,225.3400000,8327960
SBER,60,20171116,180000,227.5000000,10598590
SBER,60,20171117,100000,226.2300000,8549020
SBER,60,20171117,110000,226.7500000,6361870
SBER,60,20171117,120000,226.0100000,3225160
SBER,60,20171117,130000,225.5400000,3945370
SBER,60,20171117,140000,225.5100000,1928620
SBER,60,20171117,150000,225.2600000,4213860
SBER,60,20171117,160000,225.6000000,2670270
SBER,60,20171117,170000,225.8300000,3902990
SBER,60,20171117,180000,225.6500000,3117240
SBER,60,20171120,100000,224.9000000,3214850
SBER,60,20171120,110000,224.5300000,2923990
SBER,60,20171120,120000,223.9100000,1350470
SBER,60,20171120,130000,224.1000000,1799420
SBER,60,20171120,140000,224.7300000,3256800
SBER,60,20171120,150000,224.2900000,888770
SBER,60,20171120,160000,224.3300000,998100
SBER,60,20171120,170000,224.6000000,1024920
SBER,60,20171120,180000,224.6000000,3367990
SBER,60,20171121,100000,226.0600000,6841600
SBER,60,20171121,110000,227.4000000,6539480
SBER,60,20171121,120000,228.9800000,13000080
SBER,60,20171121,130000,230.8700000,6869740
SBER,60,20171121,140000,231.0600000,8511670
SBER,60,20171121,150000,232.0000000,7905190
SBER,60,20171121,160000,231.4100000,7335750
SBER,60,20171121,170000,231.5100000,8481360
SBER,60,20171121,180000,231.0000000,12040860
SBER,60,20171122,100000,232.0400000,11408410
SBER,60,20171122,110000,230.3900000,7676240
SBER,60,20171122,120000,229.0600000,6808000
SBER,60,20171122,130000,229.0600000,3389770
SBER,60,20171122,140000,229.1300000,2193450
SBER,60,20171122,150000,229.2600000,1998040
SBER,60,20171122,160000,229.4500000,2264470
SBER,60,20171122,170000,229.8300000,5150110
SBER,60,20171122,180000,230.2500000,5014250
SBER,60,20171123,100000,227.3700000,6381130
SBER,60,20171123,110000,227.7700000,8500170
SBER,60,20171123,120000,227.3200000,4357680
SBER,60,20171123,130000,226.7700000,2851100
SBER,60,20171123,140000,225.7600000,5494560
SBER,60,20171123,150000,225.4900000,4085520
SBER,60,20171123,160000,225.6100000,2118840
SBER,60,20171123,170000,225.2600000,2771700
SBER,60,20171123,180000,225.5600000,4573320
SBER,60,20171124,100000,223.1500000,10573300
SBER,60,20171124,110000,227.1000000,9825730
SBER,60,20171124,120000,226.4000000,4799080
SBER,60,20171124,130000,225.6400000,3140710
SBER,60,20171124,140000,227.2000000,3649610
SBER,60,20171124,150000,227.1000000,1765730
SBER,60,20171124,160000,227.4600000,4060190
SBER,60,20171124,170000,227.6700000,3655200
SBER,60,20171124,180000,228.0000000,2775610
SBER,60,20171127,100000,227.2300000,4012140
SBER,60,20171127,110000,225.8800000,3501350
SBER,60,20171127,120000,226.6300000,3139830
SBER,60,20171127,130000,226.2200000,969170
SBER,60,20171127,140000,226.0500000,747410
SBER,60,20171127,150000,225.1200000,3095750
SBER,60,20171127,160000,225.4500000,1642500
SBER,60,20171127,170000,225.5900000,3931850
SBER,60,20171127,180000,226.7600000,2935080
